id,name,theme,year,duration,tempo,album_id,spotify_url
6678,Windpower,Politics And Protest,1982,265.45587,57.909,459,https://open.spotify.com/track/6DaE3A1uIvDqVrVSNvUy6B
6679,Zion Chant (album Version),Politics And Protest,0,185.83465,167.48,7901,https://open.spotify.com/track/2a72clY4RX1hRnuTtFc3Gn
6680,Suan Shu,Sex,0,210.6771,107.983,2057,https://open.spotify.com/track/1gHCUIOpTkglyRFeN6cghv
6681,Cuerda Viva,Heartbreak,0,243.22567,85.319,4677,https://open.spotify.com/track/4nDEirAHqPKVfakSlvJOCn
6682,Catcher In The Rye,Life And Death,2008,352.96608,85.239,7774,https://open.spotify.com/track/5UPNBWFU2TEf9kauIITfBs
6683,Marta (rambling Rose Of The Woods),Politics And Protest,0,195.082,76.161,6291,https://open.spotify.com/track/5SleX0NFeODNY7Xenal3gr
6684,God You Are My God,Love,2000,225.14893,91.162,8622,https://open.spotify.com/track/4yJ61FeTLi14BHzJXzurPi
6685,Sk8 Tough,Sex,1986,136.77669,137.277,2650,https://open.spotify.com/track/3b8pKktOjeJjUFGx5J8xjm
6686,God Unchanging,Politics And Protest,2008,231.60118,151.939,230,https://open.spotify.com/track/5CdBB5hNQuWvTgjmJGZ6MW
6687,Who Cares,Heartbreak,1969,191.73832,142.066,7208,https://open.spotify.com/track/2vwBL9RVyr0vA4Og5VH0i3
6688,The Spinward Marches,Heartbreak,2003,82.52036,125.418,2505,https://open.spotify.com/track/1P49MJhU5vzttesFxw3dOM
6689,Slow Love,Love,0,216.81587,100.008,5067,https://open.spotify.com/track/7eEPFoJPjbmszecA4boMOb
6690,Decidete,Life And Death,0,232.14975,98.07,5934,https://open.spotify.com/track/4ImIJRZNJhNQLLdUFSYJoS
6691,Yell Out,People And Places,2005,154.85342,201.566,5527,https://open.spotify.com/track/16Elz7HJPLZPMylp13ewxv
6692,All The Answers,People And Places,1989,227.73506,110.47,5511,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5
6693,Start!,Heartbreak,1980,135.83628,139.826,5590,https://open.spotify.com/track/5PCJldueshnwqQVjS16543
6694,Posters,Party Songs,1995,259.3171,96.627,7693,https://open.spotify.com/track/093adSf9ll30BEpggrfask
6695,O.r.p.,People And Places,2004,125.98812,132.136,6731,https://open.spotify.com/track/5E5BMHOp1VUMMcMjQdP90d
6696,Sanddollars,People And Places,0,190.14485,116.036,3810,https://open.spotify.com/track/7y1H8805NI8tN4aQpOpM6v
6697,Ninety Miles An Hour,Politics And Protest,0,185.7824,101.04,2776,https://open.spotify.com/track/2E2dLZK0gSTl6vjr53BfKM
6698,Simple Livin' (album Version),Politics And Protest,2005,186.46159,160.938,8291,https://open.spotify.com/track/5d7wyJIGQ3DHYhxfnDtiqd
6699,Find Another Way,Life And Death,1995,235.62404,159.083,2351,https://open.spotify.com/track/2WwzQJt4hG7YC6x16ZTYFM
6700,Clavo Y Martillo,Politics And Protest,0,124.39465,240.064,2162,https://open.spotify.com/track/6X6SkYEFdRvZcZB3IwJntr
6701,In Da House Skit,Life And Death,2007,27.68934,152.227,2829,https://open.spotify.com/track/4KUUOXtayVFor1p2FGkeut
6702,Loveless,Love,1999,206.13179,144.438,7030,https://open.spotify.com/track/4JDZl9nKIAhAhDjw753u4X
6703,Popcorn,Politics And Protest,2000,350.22322,131.01,2071,https://open.spotify.com/track/4HXABSIIr5QXkBMOKg4KtJ
6704,Freiwild,Politics And Protest,2005,234.68363,183.619,3657,https://open.spotify.com/track/57Nk4hhd1MjKzu7RyEiq1e
6705,Juno,Party Songs,2005,292.98893,173.903,7054,https://open.spotify.com/track/18b7L2PVjETDzWIFrpA7Wh
6706,Father Time (album Version),Heartbreak,0,259.16036,111.217,2943,https://open.spotify.com/track/6r82mJugUyDe1fI8waZDtZ
6707,Main Title [bodies_ Rest & Motion] (2006 Remastered Lp Version),Politics And Protest,0,159.16363,172.221,2934,https://open.spotify.com/track/4BjNHKC2cEBVDRGdXzKvHw
6708,Beneath An Evening Sky,Life And Death,2005,288.60036,86.903,4221,https://open.spotify.com/track/0KpfYajJVVGgQ32Dby7e9i
6709,South,Politics And Protest,1991,107.93751,157.699,1085,https://open.spotify.com/track/4xgBQfC09yhhY44xgcN6vx
6710,When The Broken Hearted Love Again,Life And Death,2006,555.54567,130.001,1010,https://open.spotify.com/track/2ocAI86LGCmBre8XwwsF1p
6711,Harmonic Necklace,Heartbreak,1981,72.77669,33.009,1004,https://open.spotify.com/track/29D3AG8rhX2OSWg8k9GIII
6712,Sex Dance,Sex,0,289.30567,124.152,2261,https://open.spotify.com/track/41ecnLyayaOBskHhUzlg4R
6713,What's Wrong,Party Songs,2008,105.42975,93.161,3913,https://open.spotify.com/track/5OWI99ziVZFxRxVr4KEGWl
6714,Searching,Life And Death,0,215.562,86.205,5464,https://open.spotify.com/track/6zwhKdzJ4NXdY4HLU7pjns
6715,Final Flash,People And Places,2002,177.13587,93.749,7604,https://open.spotify.com/track/4o4d05sjPnPM1rCMb0n029
6716,Celebration [felguk Love Remix],Love,0,398.15791,129.974,2150,https://open.spotify.com/track/1Cb7ezVtuYatZ0vyEC5NkT
6717,Granada,Heartbreak,0,239.5424,154.429,6789,https://open.spotify.com/track/71EexRjueod73EjkUEaiJJ
6718,Xoanina,Life And Death,0,180.13995,76.74,30,https://open.spotify.com/track/1yoZpGuM5kIELjGfaTLjzw
6719,Fefita,Life And Death,0,253.04771,105.461,2107,https://open.spotify.com/track/68in9ICwlPrf30S7K0XSIr
6720,Fade Away,Life And Death,2009,221.17832,106.519,4367,https://open.spotify.com/track/04fkLajP1ywc1Dk4kp9h4Y
6721,She Can't Burn Me Now,Heartbreak,0,234.16118,127.257,8575,https://open.spotify.com/track/1Eob4hsu2if9wAFcmu9JKI
6722,O Brother,Heartbreak,2006,279.24853,170.038,3165,https://open.spotify.com/track/3R5lRiXo65H52y4ZQXZ12n
6723,The Special Two (australian Version),People And Places,0,267.65016,139.018,2954,https://open.spotify.com/track/61jWRBNxdM3sO5oKLwZV9y
6724,Asha,Party Songs,0,351.65995,121.95,2969,https://open.spotify.com/track/6JGQ98So2ik5GVI9ydQ2Yh
6725,Soki Olingi Ngai,Politics And Protest,0,305.94567,88.471,2936,https://open.spotify.com/track/09EaqsIYqlmbcYMMvQ7nun
6726,Colin Tries Standing,Politics And Protest,1993,50.99057,125.15,5072,https://open.spotify.com/track/01wKeKPgYxdPYA8rfMveYc
6727,Likua,Life And Death,0,254.40608,99.968,7176,https://open.spotify.com/track/08zeSQyB35103WsrCQhqdZ
6728,The Dropsonde,People And Places,2007,125.07383,131.648,1547,https://open.spotify.com/track/5kdH4DEUTJHwnnrvmR5PFN
6729,Tulsa Girl,Politics And Protest,0,145.34485,132.513,4240,https://open.spotify.com/track/3xW8q9WgpTGfHr78ZHb0d0
6730,Il Tempo Non Torna Più,People And Places,0,260.91057,104.006,8510,https://open.spotify.com/track/2yVhdgjCt0T2keTR1YlKEp
6731,Gone,Love,2005,333.34812,114.39,8569,https://open.spotify.com/track/2k5LE1HaUasIFvuWYhEDKq
6732,My Fault (lp Version),Politics And Protest,1973,187.42812,119.028,831,https://open.spotify.com/track/5IglO8joTF24Np67KJEc9i
6733,Nomads Alive,People And Places,2004,201.61261,148.555,6436,https://open.spotify.com/track/2O8Cekt8TU4tLcJo3wIx5D
6734,The Only Road (album Version),People And Places,0,131.81342,137.33,8002,https://open.spotify.com/track/5UT8S5wbRGVpuwqEcvY80D
6735,Jimmie's Travellin' Blues,People And Places,0,178.442,116.729,6137,https://open.spotify.com/track/5DYCaHJmVmiSKHowvFiJQK
6736,Memory In The Snow,Love,1992,221.90975,138.102,3863,https://open.spotify.com/track/7gqNU8HpG2OfwfsdbPzn10
6737,Dave D. Blues (how To Make It Sting Like A Career) (album Version),Heartbreak,2005,144.40444,148.661,3993,https://open.spotify.com/track/65p4ZES9UCmHRpGn53z0r5
6738,My Baby Likes To Shuffle,Life And Death,1994,149.41995,150.059,8196,https://open.spotify.com/track/2yVhdgjCt0T2keTR1YlKEp
6739,Mr. De's Theme,Heartbreak,0,240.09098,130.019,888,https://open.spotify.com/track/5Y3W09WHcXPx7eZ7s9gdMs
6740,Chere Duloone,People And Places,0,185.93914,220.266,983,https://open.spotify.com/track/4jfPRDQUVDWQmpGaavI3og
6741,Un Jour Aux Courses: Who's That Man,Party Songs,0,431.51628,115.221,7149,https://open.spotify.com/track/7qTZWu7DZrNYEICoyeniG7
6742,You Know What They Do To Guys Like Us In Prison (album Version),Party Songs,2004,173.73995,93,4778,https://open.spotify.com/track/35r28RDot7nPE7y9K9H7l0
6743,Plan 9 From Outer Space (album Version),People And Places,0,183.53587,143.913,660,https://open.spotify.com/track/17EiY87iBM28mp7OuNItaC
6744,The Darker Side,Heartbreak,2007,379.11465,115.115,7859,https://open.spotify.com/track/48CS6ioeWtpd7WUqx2fLzo
6745,Why Do We Do?,Love,1993,310.77832,115.656,6860,https://open.spotify.com/track/4aSDZ6mOjp6KtmhAYQNmc7
6746,Memphis Til' Monday,Politics And Protest,0,240.22159,112.958,1964,https://open.spotify.com/track/6NGL8e4KC2YXNS8BCMTqZa
6747,On The Fast Track,Heartbreak,0,371.25179,112.213,583,https://open.spotify.com/track/7IQXbGwx17rkJDOkLnQ4It
6748,Zodiac,Politics And Protest,0,58.40934,141.117,3396,https://open.spotify.com/track/28QmvfnzH7kiicamO8JmyR
6749,And The Beat Goes Om,Life And Death,2006,488.25424,68,5632,https://open.spotify.com/track/6Qxet9RJ0lv9Lw7OtVZC7C
6750,Yan Chin,Life And Death,0,171.20608,110.975,2380,https://open.spotify.com/track/3YyK7ttMnjnUO0Swp55C0o
6751,Drop Low,Love,0,231.78404,101.327,6437,https://open.spotify.com/track/0kverWA36YzZ51mYKge7jY
6752,Dans Un Grand Mur,Party Songs,0,138.10893,135.121,987,https://open.spotify.com/track/5wljqz3pDnCpYYmBmwVkFh
6753,Halleluja,People And Places,0,348.99546,85.356,7245,https://open.spotify.com/track/1yT8E4kZuRlmS580j5aIJh
6754,It Never Happened To Me,Heartbreak,0,138.60526,144.591,5017,https://open.spotify.com/track/4Uo8BWsiAGbxBdA5ysleKY
6755,Fever Dream,Heartbreak,1999,364.53832,112.149,260,https://open.spotify.com/track/4fFPtpOKWM0kcAQMAfqnwp
6756,Zeit Für Streit,Heartbreak,2003,288.20853,183.698,2973,https://open.spotify.com/track/3NrTFLp0aouVbv8x1AtvV4
6757,See You Later Alligator,Heartbreak,0,193.82812,137.45,6581,https://open.spotify.com/track/3cz0KULgNo05CdNGEyWnLg
6758,Love Makin' Mama (take 2),Heartbreak,0,173.08689,123.745,7411,https://open.spotify.com/track/55ZL7fjGAWfClmpnsK6Xon
6759,Simple Plan,People And Places,0,230.71302,87.636,7071,https://open.spotify.com/track/6hIS1u7nuJmFE12rXAPMxm
6760,Don't Break My Heart,Heartbreak,0,175.35955,217.327,5369,https://open.spotify.com/track/76sOZ4NCb9YR1p013qer2M
6761,Johnny_ I Hardly Knew Ya,People And Places,0,292.25751,199.497,8104,https://open.spotify.com/track/0oCm7r3LpMmnVxbAiegJcE
6762,Platoon - Theme,People And Places,0,417.12281,76.965,3304,https://open.spotify.com/track/25tsD3ZeDKhuUKaJm3d3oj
6763,The Paper Remix,People And Places,0,237.7922,101.527,782,https://open.spotify.com/track/5nPlXXXKjaGWJE37eQbRhw
6764,Chamamé Crudo,Heartbreak,0,351.29424,159.825,2311,https://open.spotify.com/track/0ENSn4fwAbCGeFGVUbXEU3
6765,Feeling Blue,People And Places,2006,288.70485,97.233,5843,https://open.spotify.com/track/1gMUPkTS6jGlCaNEBT0p6z
6766,Atom X,Sex,0,468.06159,130.019,1867,https://open.spotify.com/track/5IU73KswqMJp0lqSD1m9Qu
6767,Glory Bound (lp Version),Politics And Protest,1998,267.36281,141.438,7911,https://open.spotify.com/track/6d5faX65tSGFKcXsOJQRFi
6768,Letter From Home,Heartbreak,0,166.26893,87.559,4001,https://open.spotify.com/track/1wYODJWdz44g7NroGngQaW
6769,Out Deh,Life And Death,2001,216.5024,138.356,7273,https://open.spotify.com/track/7xfJm3uwAcLurVUSEa2sYq
6770,You Live_ You Die,Love,2006,210.88608,112.427,5451,https://open.spotify.com/track/53b48TKRs5wkzGPFn3fBcA
6771,Glee Club,People And Places,0,37.82485,87.853,5205,https://open.spotify.com/track/6E3EJTGBztqqcRUU8gAjWw
6772,3 Spirit,Politics And Protest,0,517.642,86.668,4763,https://open.spotify.com/track/7BttFWHvQk5LCj2yOTDf8E
6773,Cierro Mis Ojos,Politics And Protest,0,212.61016,123.149,4597,https://open.spotify.com/track/7D5JUD8ZKlIV8fhXbDEeUB
6774,Supervisor (instrumental) (edition Tromo/rückbank),Politics And Protest,0,251.37587,119.91,3848,https://open.spotify.com/track/2toOrBjyaBwtqIr6CEdfhG
6775,Rollin' And Tumblin',Politics And Protest,0,264.51546,120.674,7247,https://open.spotify.com/track/3CBUkEDHMps56o3PfKVyn7
6776,An Plas'ay,Party Songs,0,319.97342,116.04,1820,https://open.spotify.com/track/1ChRwQotKLLep3oTI9m0fv
6777,Love Unlimited (remix) (explicit),Politics And Protest,0,228.72771,93.658,1720,https://open.spotify.com/track/3FeQUDwvcIuKfDed42RsCF
6778,Keiki Slack Key (instrumental),Heartbreak,0,200.82893,122.651,1673,https://open.spotify.com/track/1iWgpV4jF7wWDSTeIxmNmY
6779,Guillaume Tell_ Acte Ii (1988 Digital Remaster): Ils S'éloignent Enfin....sombre Forêt,Politics And Protest,0,498.80771,53.766,8700,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk
6780,Eastern Magic,Heartbreak,0,277.10649,90.002,1514,https://open.spotify.com/track/448hNuS6TH90bjpIHIJqH3
6781,Belleza Pasajera,People And Places,1993,190.04036,141.394,146,https://open.spotify.com/track/21Ne5A68mnOokb5Mvr7Eib
6782,Precious Lord,Politics And Protest,1995,167.99302,96.019,163,https://open.spotify.com/track/6xRYkryxNt2iA8UfDXFSat
6783,An Old Fashioned Christmas,Politics And Protest,1992,134.60853,80.182,4572,https://open.spotify.com/track/7nSP35TXXGW3fYlICWR8cx
6784,The Story Of My Life,Life And Death,0,143.35955,128.599,5932,https://open.spotify.com/track/6N9WFsF4HtvKrWiLXxlttA
6785,For Abai And Togshan,Party Songs,0,1204.29669,86.066,3524,https://open.spotify.com/track/6DhtWg2DzPVEcBZoJ2CJh9
6786,Gentle,Politics And Protest,0,435.69587,112.176,7900,https://open.spotify.com/track/6oFtzqdUxNFxVLrLTbhpJK
6787,Towin' The Line,Life And Death,1991,167.3922,90.653,8322,https://open.spotify.com/track/7Il2tp1mfreXYoSCknXOhv
6788,En Souplesse,People And Places,0,162.19383,189.534,967,https://open.spotify.com/track/2mlQJ6Ya06hdJtqt4eM71s
6789,Roger Milla,People And Places,2005,369.52771,140.269,5627,https://open.spotify.com/track/2S2uvDk968xlBBIwOST7k2
6790,Sky Inferno,Party Songs,2003,221.20444,107.485,4289,https://open.spotify.com/track/5RMVq4FwcpDaIameU3aGYB
6791,Consume (lp Version),Politics And Protest,1994,223.7122,101.143,7212,https://open.spotify.com/track/7wPoGt1xdG0Mq16sUzyoFF
6792,O Raaje,Heartbreak,0,342.43873,104.978,1208,https://open.spotify.com/track/76zFGcQrel57hYKVLseQDN
6793,Esta Muy Claro,Party Songs,0,308.4273,124.057,3032,https://open.spotify.com/track/4ZYZIqJoHQldN7nxfC9Wr9
6794,Things Could Turn Around,Party Songs,0,190.51057,136.13,1874,https://open.spotify.com/track/6JnxYJwKACudLMiaYMT0qA
6795,Be Like That,Life And Death,1999,278.64771,94.084,6097,https://open.spotify.com/track/2y5aJvzXhHPA94U5GFAcXe
6796,Why Jack Called,People And Places,2006,150.09914,94.843,8596,https://open.spotify.com/track/02ykkNYTpRwufq49WsFu7M
6797,Un Nuovo Giorno,Party Songs,0,158.95465,87.365,5296,https://open.spotify.com/track/2znjFa3AZLNzExkqwIwehr
6798,Dark As A Dungeon (lp Version),Party Songs,0,246.49098,101.131,7760,https://open.spotify.com/track/3kiN1RldkyBPPn9xdU2W5x
6799,Hear Me Talkin' To You,Heartbreak,0,181.86404,104.717,7034,https://open.spotify.com/track/4MQRDF62mf2KW7I8M1S9qA
6800,Tus Viejas Cartas,Party Songs,2001,188.36853,98.705,908,https://open.spotify.com/track/3HMOMdRPywfouYx5B4PvaH
6801,Drive,Love,2007,300.93016,125.994,1212,https://open.spotify.com/track/1bGjnZrHEzOVeXEwzLYtlX
6802,Ek Pegh,People And Places,0,301.84444,104.02,3319,https://open.spotify.com/track/1URwTmAUBLtmA3MWSPiZaD
6803,Alligator Come Across (live),Love,0,260.38812,106.68,4138,https://open.spotify.com/track/26lWSZtUQvUhTnjqokay5p
6804,Thanks A Lot,Party Songs,2005,155.97669,168.08,5031,https://open.spotify.com/track/0b2vLXSnPYkL2EjS2Jk5Ao
6805,My Heart Goes Up,Heartbreak,2004,181.26322,140.979,7502,https://open.spotify.com/track/61xuOY4bOj3Z75SrUQ2Aqa
6806,Festival Resurrection (outro),Politics And Protest,0,281.57342,125.778,3932,https://open.spotify.com/track/05VWd6kU9sAqSrGqhHRBPe
6807,Herval Na Percaria,Heartbreak,0,283.6371,86.679,6025,https://open.spotify.com/track/5QgFvAiE7oGCBLt20wYYb4
6808,You're My Love,Love,1981,164.07465,142.706,3851,https://open.spotify.com/track/5TiJIieCsjUMFbQJiYUOwH
6809,Rockberry Jam,Heartbreak,1985,314.90567,241.52,5740,https://open.spotify.com/track/3WFAZyv15EVj2IHu3v4m9N
6810,Tango,Party Songs,0,247.7971,69.742,8462,https://open.spotify.com/track/6P7kZB7hSJFyaYJcu3cYQJ
6811,Canela Pa'  Tu Boca,People And Places,0,216.78975,97.986,1423,https://open.spotify.com/track/4YJ2FFtjytRPQLIvJcAjEB
6812,Teasin' Brown,Party Songs,2005,219.0624,114.116,7101,https://open.spotify.com/track/40qsLgi1M5g7Jgg3u8ZoIF
6813,Turn It Up,Politics And Protest,0,238.81098,187.835,4125,https://open.spotify.com/track/4zHCGWnAqleuVgkflxKMTw
6814,La Muneca De Alcazar,Life And Death,2002,232.9073,144.047,6847,https://open.spotify.com/track/5N14xIRIG5L0F6OaWlvi7L
6815,Never Look Back,Love,2009,199.05261,148.601,946,https://open.spotify.com/track/4LQAOexKkUb7vmcbJMUlFU
6816,Let's Get Sweaty,Heartbreak,0,187.0624,140.029,2426,https://open.spotify.com/track/3G8Jl859Sl47GxMTzf49N9
6817,Mindless,Politics And Protest,2000,509.33506,139.044,1521,https://open.spotify.com/track/0lN0m8YmfmbmG8OvDa5LKn
6818,Welcome You Back Home - Original,People And Places,0,160.9922,150.951,323,https://open.spotify.com/track/3kvyaShezE8dMWfbL44TdI
6819,8th Wonder,Politics And Protest,1981,451.02975,213.617,8794,https://open.spotify.com/track/0Tft2eKU1LGOCTXRSHFy6o
6820,Mönchengladbach Love,Love,2003,244.63628,91.987,3006,https://open.spotify.com/track/1npdcr23x3KnyqOnUgiI7f
6821,I'ma Bang,Life And Death,2001,306.05016,92.4,6655,https://open.spotify.com/track/1P49MJhU5vzttesFxw3dOM
6822,Explode (epic Extended Mix),Sex,2002,424.9073,138.997,4015,https://open.spotify.com/track/1XEO3FVsVEl3y4k06zhODc
6823,Bad Seed,Life And Death,0,248.52853,141.493,5284,https://open.spotify.com/track/0Vc2WcT1fbhVOTszTbCKn7
6824,No Storm,Politics And Protest,0,512.91383,78.958,4129,https://open.spotify.com/track/2SdffAMRESlpB96aCnEohX
6825,A Martyr For My Love For You,Love,2007,259.5522,85.159,2104,https://open.spotify.com/track/65xC9WCamexnWbr9T7vNw5
6826,Your Love,Love,0,229.95546,158.113,3101,https://open.spotify.com/track/2UC5XnHA1Wn9FjQmbjNca9
6827,Little Brigid Flynn,Politics And Protest,0,182.04689,115.404,5153,https://open.spotify.com/track/6dwWd4uCJ5DconbhcsFZob
6828,Get-u-now,Love,2001,147.22567,103.967,6912,https://open.spotify.com/track/4FmkoLpaB3qZcsBDFUJ3uO
6829,Never Gonna Give You Up,Love,1987,211.69587,113.359,3195,https://open.spotify.com/track/2b5hbrwwjpKuQUJRCZVec3
6830,Fake Plastic Trees (acoustic Version),Politics And Protest,2009,281.12934,99.68,2272,https://open.spotify.com/track/4Hp0W9zAYVqsubXyOnfZgS
6831,Process To Decelerate,Politics And Protest,2003,126.04036,126.136,5620,https://open.spotify.com/track/1us8TC9U0fR8cuAcHFE8ea
6832,Not A Kid Anymore,Politics And Protest,2009,115.04281,113.863,3083,https://open.spotify.com/track/7mdkyQ1Ql0HSV8xSjUCQOm
6833,Ice Or Fire,Heartbreak,0,227.00363,102.516,7696,https://open.spotify.com/track/0K61nRJ22N5VSryXk4fcLi
6834,Parabolics Studies 8,Politics And Protest,0,1280.522,63.103,1557,https://open.spotify.com/track/3Dg1BK3rHo6mCvzSO2b9Ct
6835,Bourrèe,Heartbreak,0,87.64036,142.48,5455,https://open.spotify.com/track/283JWoYflwQ35WkAGjcayC
6836,Find Me At The Greasy Spoon,Politics And Protest,0,177.99791,95.578,6593,https://open.spotify.com/track/6SmBMBxQp9Ki5eNrFpwb9V
6837,Your Broken Heart,Heartbreak,0,233.45587,112.152,1560,https://open.spotify.com/track/2BnIBAubrDmCxHRt1l5mG4
6838,Don't Let Go,Politics And Protest,2006,205.89669,105.991,312,https://open.spotify.com/track/4oeZSqJbPXBCqdeQP3XKtV
6839,Fuego De Noche_ Nieve De Día,Life And Death,2001,336.19546,141.71,2410,https://open.spotify.com/track/0wFSPXMIRxg5PsjxWjiPOR
6840,Quiero,Love,2002,240.3522,89.981,4479,https://open.spotify.com/track/0xBvrkK1PAJ1yMw1dT2Xou
6841,Righteous Disgrace,Politics And Protest,0,185.44281,142.23,8007,https://open.spotify.com/track/5hf6a32uEr8Likv4Kp9DCf
6842,Cruisin',Politics And Protest,0,331.33669,118.188,5685,https://open.spotify.com/track/5zGPITTmaPqluxoPFYRsOY
6843,Slowly Rising,Politics And Protest,2006,235.20608,151.941,5394,https://open.spotify.com/track/7xrQSaKCJF7kTeFQc2x77w
6844,Dj,Love,0,229.11955,160.275,4215,https://open.spotify.com/track/0qO4f8jwK2oEOapMnBX7LP
6845,Bonus Track,Party Songs,0,164.93669,131.999,8496,https://open.spotify.com/track/3PjD03Mq7klIKAAv2R5GVi
6846,Nas Águas De Amaralina,People And Places,2006,224.36526,60.092,2571,https://open.spotify.com/track/6o7XgWtEiAolq5LDB1akAI
6847,Touch Me,Love,0,208.1171,128.865,6591,https://open.spotify.com/track/6wkrxYqe5ErEKj2frmMzxC
6848,Zhan Zai Di Yi Pai,Life And Death,0,178.54649,122.886,3781,https://open.spotify.com/track/2QKh6t4JnWeTnzQpkNXhzW
6849,Sabados,Party Songs,0,257.14893,141.987,6830,https://open.spotify.com/track/24T7aza5QxFF0wQ6E1NDWE
6850,Mikhail's Dream,Heartbreak,2001,504.94649,92.203,7146,https://open.spotify.com/track/3T7W0A3sTz7py3sLgZLUkW
6851,Night And Day,Life And Death,0,152.13669,172.514,2110,https://open.spotify.com/track/1Uq3IOIy1CUlHUgP6vWpum
6852,Siempre Soy Tu Barquito De Papel,People And Places,0,155.01016,97.337,689,https://open.spotify.com/track/0I7SQ5yFDxJy1GbCeOSAhT
6853,If You Don't Pray For Me,Party Songs,1996,173.71383,110.879,8784,https://open.spotify.com/track/4G9addS7Yq5ihZBQLXG2Mj
6854,To Be In Love,Love,0,179.48689,127.362,7215,https://open.spotify.com/track/3qUBudoBEtF6OjRo9imOWA
6855,Suffer,Sex,0,63.58159,103.931,3007,https://open.spotify.com/track/1fObaOpoxsGdPLPrJMoqSq
6856,A Movie Of A Placid Lake On A Moonless Night In September - Reprise,People And Places,1992,194.19383,91.6,1140,https://open.spotify.com/track/3oQomOPRNQ5NVFUmLJHbAV
6857,Pure Hatred,Heartbreak,2002,84.1922,120.907,3871,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd
6858,Pushbike Song,Party Songs,2001,155.24526,167.793,2159,https://open.spotify.com/track/7mYND003WQjCPt8hOPsakI
6859,Sietämätön Mies,Politics And Protest,0,215.03955,85.677,8412,https://open.spotify.com/track/3WKYPmiPpJas9j5Aari5iK
6860,Busted,Politics And Protest,2008,236.19873,167.697,1905,https://open.spotify.com/track/45OXQQl3NuYhf9bJ0sTfJc
6861,Take It Slow,Politics And Protest,0,182.12526,79.694,4069,https://open.spotify.com/track/0nFZ2HQRnIxiwraCm2X6Uq
6862,Voice Of Angels Drone For Spiritual Well Being,Politics And Protest,0,167.3922,192.242,1578,https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ
6863,Lucille,People And Places,0,259.39546,146.808,4044,https://open.spotify.com/track/6nV7sqS0GZLgRXr98RQAsS
6864,Please Love Me,Love,1956,167.49669,105.552,3072,https://open.spotify.com/track/0Bu065FE7whnsvTxc5adaf
6865,Don't Get Around Much Anymore,Politics And Protest,1991,154.61832,118.222,2022,https://open.spotify.com/track/3mkQt2XJ31WPwIoCbVIl2o
6866,The Hunter,Heartbreak,1993,265.01179,134.551,5900,https://open.spotify.com/track/6FIQ8o2hqlDmHQFoBKmKgW
6867,Mi Raza,Life And Death,0,286.17098,158.79,334,https://open.spotify.com/track/70U43k1MfdP4kXT0BaLtZn
6868,Those Less Fortunate Than I,Party Songs,2000,239.56853,79.534,7697,https://open.spotify.com/track/51BroelKJaagm8GOIVFv3f
6869,Be,Sex,2003,250.04363,163.848,3752,https://open.spotify.com/track/6rIlj7lljTwLmkx9KQ6k36
6870,Driving Wheel,Life And Death,0,238.86322,122.789,7897,https://open.spotify.com/track/7pJ0IyIV77mCinF7M833YA
6871,Quiero,Love,2003,159.65995,87.461,7409,https://open.spotify.com/track/386MwORLSx06tR5t0gLrKE
6872,You Put A Spell On Me,People And Places,0,248.11057,93.982,5879,https://open.spotify.com/track/1FOgLSWDJiPdTsPYd1rp80
6873,Broken Boy Soldier (kcrw Version),Politics And Protest,2006,230.5824,128.186,746,https://open.spotify.com/track/6NMz3Cjvod2qnJjakiRDA8
6874,Tule Lähemmäs Beibi,People And Places,1993,240.45669,115.979,4758,https://open.spotify.com/track/3jsPETXUtQ4Tn41DOfSUEa
6875,My Baby Don't Wear No Shoes,Party Songs,0,220.1073,104.624,6644,https://open.spotify.com/track/6qX4izTeDcBdf3R7TReDgk
6876,Los Pintores,Politics And Protest,0,217.99138,152.995,5422,https://open.spotify.com/track/5cXtT63OTadsjqfRkm5Dwd
6877,Den Thelo Tipota,People And Places,0,233.37751,120.357,5865,https://open.spotify.com/track/594quA0rKf1GwI8dVu7NaG
6878,Servin' Tha Fiends,Life And Death,2000,232.202,158.058,7976,https://open.spotify.com/track/0hTMUZ7vuxVLzihQDNV0b3
6879,Thank You,Party Songs,0,348.08118,152.313,2103,https://open.spotify.com/track/6c4ESMleVZBEM7LYwGibwt
6880,Doesn't Matter Where You Are (intocable),Heartbreak,0,220.3424,153.97,7692,https://open.spotify.com/track/5tXC43pCfzl177xUjkn4an
6881,Take Me With You,Heartbreak,1995,245.62893,110.226,5571,https://open.spotify.com/track/4QX5pZQpQTgVlkqfUTDim0
6882,Flute Loop (2009 Digital Remaster),Politics And Protest,0,114.52036,104.487,4811,https://open.spotify.com/track/0xLvml3IwaUMh4qw2XbKNR
6883,Tara De Dinicolo De Negura,Life And Death,0,353.95873,149.14,5926,https://open.spotify.com/track/4D8agM5cDJndnsgJmtleUt
6884,Stora Kusetus,Politics And Protest,0,92.23791,138.796,8739,https://open.spotify.com/track/51d4dfkP8umQRkHz49Y4aJ
6885,Les Playboys (version Espagnole),Party Songs,2004,189.36118,112.78,3996,https://open.spotify.com/track/3dNjUFt6EFU4Gq6Q5vfJqf
